"","X1552279_a_at","X1552287_s_at","X1552301_a_at","X1552302_at","X1552303_a_at","X1552304_at","X1552314_a_at","X1007_s_at","X1053_at","X117_at","X121_at","X1255_g_at","X1294_at","X1316_at","X1320_at","X1405_i_at","X1431_at","X1438_at","X1487_at","X1494_f_at","X1552256_a_at","X1552257_a_at","X1552258_at","X1552261_at","X1552263_at","X1552264_a_at","X1552266_at","X1552269_at","X1552271_at","X1552272_a_at","X1552274_at","X1552275_s_at","X1552276_a_at","X1552277_a_at","X1552278_a_at","X1552280_at","X1552281_at","X1552283_s_at","X1552286_at","X1552288_at","X1552289_a_at","X1552291_at","X1552293_at","X1552295_a_at","X1552296_at","X1552299_at","X1552306_at","X1552307_a_at","X1552309_a_at","X1552310_at","X1552311_a_at","X1552312_a_at","gsm","text_sex"
"1",7.83093409022245,9.26256164851388,6.60799158236605,6.6611253532599,7.68727559245023,7.19681553371176,5.43171454587966,11.7468426270637,9.80710742066384,8.6471680593564,8.01744204304413,6.99817518971962,7.8805135032499,6.9877949398519,6.0562976053899,10.638109143668,5.05204760862945,7.50032165886737,9.62662292988662,5.56317003075698,8.81919714892842,10.5599850167951,6.78996003282789,5.42047398063586,9.74472268853017,9.58475754081258,5.02411352717799,4.26900994940865,3.39617182208975,6.92961940714979,8.26105544865147,7.38001249361578,4.71834628115223,10.6096552475584,6.49426710885537,4.9668152700214,6.50037711551784,8.29802910689001,7.71154102259611,6.26027298617967,6.82503254354691,10.9609243246286,2.15739334341241,7.32879338949093,6.43255693273294,6.80809797624141,8.40882775083858,8.13653593790464,9.34562146843331,9.6503933562426,6.24004675710868,8.93326811060559,"GSM1065725","male"
"2",8.09006741746573,10.0387420700225,5.7973629705609,8.27233445128609,8.21731118688525,6.67730104081818,6.7644602811097,11.6901171722292,10.2031570994028,8.92513009903509,8.58574562645697,5.04300015246777,8.53391486886347,7.88731628415329,5.52233357432146,10.9842852917607,5.12393018085826,7.48567315919858,9.58243350270808,6.36598956911546,10.1218701932327,9.91262307156944,6.69098411633893,5.89341560696768,8.93117510543273,8.86481138339614,3.40146663876986,5.71191388814298,3.91355772984801,6.44045510661649,8.43577650604539,7.64819505618038,5.99029960103469,10.630822251003,7.7712867516537,5.11335711821734,6.24193930825404,9.32609102082843,8.70875145455223,5.19268576587721,6.4860108716148,9.4956386063991,5.11563257621286,7.88354750674827,3.74772144746752,5.90939150259446,6.8867269373547,7.83973666783945,8.20637705016817,9.70840522434877,6.80860643226628,7.37580403089024,"GSM1065726","male"
"3",8.00294774869375,10.4615807393395,6.52527977863146,8.58215628619623,7.84385699985886,6.86806567429225,5.6054424779189,11.1014005787004,8.94665103956602,8.27989236073791,8.28012999703155,5.34312778435921,8.01264576713542,7.14198550831697,2.88682110273194,11.2171440598082,5.48535791107363,7.06319767474227,9.26052112080708,6.81936035187475,9.96688608283999,9.84791331047507,6.86590149814979,5.74505523552578,9.02518026730331,8.58433531805316,3.30317856213618,4.56149111120609,4.21698093771601,6.80623768903664,7.9687946431385,6.87549257645693,5.43456751641772,10.6081374422701,6.914654210799,4.80251533116248,6.53999502158704,9.94767141612512,8.49199535507662,5.48887615165922,6.17468484714468,9.74667067460783,5.30619259723803,8.77491189014123,4.96048668885496,6.71388548598343,7.72969007281495,9.81680159548016,9.17499581873812,10.1371499791633,7.55032045410205,7.52350863808114,"GSM1065727","male"
"4",8.1120171927694,9.98376888619273,6.41366972849783,8.40756392189896,8.08391379899106,7.31475633463808,5.68586083727286,11.4592809884935,8.93068914837864,8.71769972531592,8.22718993052643,6.33299429629357,8.68351821151581,7.89053667590958,5.54189516323294,11.2382691817256,6.62205284472152,6.60497672809438,9.24132038230253,6.5341512699064,9.61576571650686,9.30617108395682,6.0185616281111,6.59227209134507,8.66928406287685,8.2871342623921,4.2279212474659,5.03629495871295,1.91583713084936,6.0478439345007,8.38806336471951,6.83828621952041,6.74709195530333,9.82995291377772,7.24591963177276,5.53416932726745,6.85263811707899,6.55597700781804,8.17919253938802,2.70077260935687,5.45472700009065,8.8808572207292,4.39387949643585,7.41495409106075,7.39374052326771,6.9022231486351,7.44708239945008,8.82370064560401,8.82871788898704,9.57612093461622,7.26908552551105,7.9269221634841,"GSM1065728","male"
"5",7.52866351588942,9.5592139774135,6.5070934151432,6.81206946043059,6.63092306080225,8.33587846582148,8.30018322535829,11.8563765041747,9.65663901698089,9.83268862392626,8.47621803026268,5.86710548233037,7.16295319059533,7.47585986386795,6.16111877896984,10.0357338670526,4.46457940261558,7.11585414161707,9.50709849081405,5.49235955368228,7.82946588079766,9.93539742415498,2.54966202499467,2.00470847826714,8.20210275885944,8.70360670061303,8.66548017947627,6.27293447984811,1.98952343255749,6.76971620922942,7.84236417310391,6.31190703678064,3.69261020163297,10.0376622551428,5.51213489754782,4.61172774614486,5.70394038418664,8.05009950211884,7.55056595627259,6.15594145510069,6.13236112142621,10.2581431739497,2.04926063760844,7.69798365994187,2.30003144772198,1.92061229684352,8.91855409780105,6.90653228184756,7.70613957396426,10.4287872644708,7.76534577806554,8.23705934844028,"GSM1065729","male"
"6",6.93660260726281,8.52918260013299,7.79301668369611,7.46047637444735,7.47398736217694,7.29288387517275,5.55906163261567,11.180779419277,9.81075926928809,8.24521041180418,8.59306799762223,7.15052312133927,7.63459254245169,7.59423128298682,5.87332155513413,10.6504118468471,5.42554826195056,7.1294210968623,9.0108665365713,6.20678913476908,8.41658728196369,9.85078114308958,6.00492739627942,4.25116614288449,9.85142205594178,9.49810084497802,6.38610908255906,5.14564199869537,1.73866149490947,6.12072662577019,8.23976749008915,7.00259451670845,5.2726503114534,10.9629285306604,6.26268571239676,4.71226120367352,6.70894177679964,8.45082070695554,8.18166959580742,4.92871093887704,6.62869326505828,11.2666003367054,2.43227503349655,7.98025613126293,5.4959806677654,3.24918742301997,7.74500600901141,7.9656463564231,9.93839813044595,10.4973938133372,6.73220677906544,7.85362270321482,"GSM1065730","male"
"7",7.15692846785049,9.07012711785635,6.66127930215858,7.82624911289912,6.99661019579484,5.64876539807247,5.87569456021565,10.8092062121443,8.93049755827777,10.172262476897,8.67232526921242,5.74901314076039,8.33020028111551,8.33292897481754,6.5703751886974,11.9739211783088,4.88658526320628,8.36654647031727,9.72764975371894,6.38254587037154,7.11140696531129,9.92906278072343,7.09851746291676,4.99175855335505,9.7304157909678,8.9647148513628,5.1643635265112,3.10814571007294,2.20736751508427,5.35547549322328,9.24059005620246,7.00243699685956,1.79112016070122,11.9134134152386,5.65249137081762,6.30199362180342,4.55206161615406,5.37914093105275,7.33096616188602,4.20249765140559,5.16327611177123,10.0145965961271,5.96393807003292,7.04245829829243,4.18358496689808,6.23281422682296,6.57539826046716,7.30811691992608,8.88701646043756,9.26641809116613,7.89316013678393,8.44028699017744,"GSM1065731","male"
"8",7.89911459023182,8.89143225027387,6.23082206790023,6.0170079116753,6.37009381837508,7.58025479820671,5.83855071054642,12.2845418941964,9.90129608170248,10.249128863507,8.30114862594527,5.3480875616451,7.56842587271496,7.81232108642033,4.55582351573185,8.44385732779465,5.18478372142737,8.58757726873388,9.01392112464409,7.2049887317962,9.31821152798483,11.0282707698867,7.24401364470818,6.84016484461558,9.29010204148426,8.76806056535293,4.69228044372156,5.54296034126106,2.37053955567917,6.74396594171789,8.00475811068325,5.90636247257114,6.68332310164219,10.9444939201881,6.52475497915837,4.82701769997561,4.22720889919972,9.81529602693692,8.79859978296913,3.82974302779666,5.75922828638477,12.1006403305113,4.75732306543009,7.81747424806798,3.11737854581793,5.39640647190221,8.21706151928024,8.43018573295426,6.57525907586075,9.42350568986982,7.49661254260337,7.13725758886156,"GSM1065732","male"
"9",8.2051006872998,9.76579230012909,6.58834151014524,7.80811278192441,8.04373655962875,7.46873481158048,6.31925031369761,11.2592571842186,9.03068534222627,9.72155465972623,8.79903094969825,3.55852234889355,8.09912948269267,6.93144904920799,5.49810307947087,10.9470268594278,6.03159876672215,7.57917713043858,9.74557382759174,7.42569930875716,9.75015810508185,10.3674857375228,7.33202222207134,6.00906696442706,8.1700492281667,8.26124918767573,4.87516128152649,6.2950790304184,3.72226053508916,7.20820508950445,7.71446671394778,5.5926002531489,6.64521745147884,10.3626024833039,7.31088175673041,5.2696645614847,5.84558488934458,5.6610919954998,8.46668054313941,3.53283060198855,6.92967029475755,8.50665390536465,2.36424603814937,7.62849949209514,3.51045435569504,7.53354621766651,7.03956504034268,9.9904188540714,8.06037115366544,8.56756636206791,6.60608284215078,7.88799309597648,"GSM1065733","male"
"10",7.63026566867773,8.85235159985772,7.1756204049951,7.51023643461998,7.23677385909813,7.22713841535833,6.24387011821058,12.115563915238,9.53571919955617,8.10863265484886,8.22762220029324,6.26065349827505,8.04874024293944,7.97646846562502,4.64772722478774,11.6447242506466,5.6766798219646,7.13907344446847,9.90524603825094,6.55566540640949,9.10353776646155,10.7817785261181,6.6988616012329,4.21089222357509,9.19147653608611,9.04275923193778,4.17585190483754,2.3913225820694,3.10468018163931,6.82669846893502,8.29871879312864,7.16987190127264,5.70640511936648,10.280471530642,6.5591786752431,6.32485991625549,6.85633214728365,6.52120718794076,8.92646382990891,4.91200501046679,5.23709482742343,11.3048013449382,2.53280866371093,8.13179781147125,5.85552433318385,5.64535696590479,8.64961545906341,8.61604702945059,8.93363371310401,10.2366755745695,7.65067625451857,7.72312915655383,"GSM1065734","male"
